ID_IBGE,Region,UF,State,Microregion,Mesoregion,City,Latitude,Longitude,Population
3300225,Sudeste,RJ,Rio de Janeiro,Três Rios,Centro Fluminense,Areal,-22.2314922,-43.1056264,12763
3300233,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,Armação dos Búzios,-22.7597805,-41.8875267,35060
3300258,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,Arraial do Cabo,-22.9662839,-42.024427,30827
3300308,Sudeste,RJ,Rio de Janeiro,Barra do Piraí,Sul Fluminense,Barra do Piraí,-22.470340300000004,-43.8263256,101139
3300407,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Barra Mansa,-22.5394843,-44.1735129,185237
3300456,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Belford Roxo,-22.7667284,-43.4033603,515239
3300506,Sudeste,RJ,Rio de Janeiro,Nova Friburgo,Centro Fluminense,Bom Jardim,-22.1515328,-42.41866829999999,27779
3300605,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Bom Jesus do Itabapoana,-21.1341025,-41.680095,37306
3300704,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,Cabo Frio,-22.8804369,-42.018922700000005,234077
3300803,Sudeste,RJ,Rio de Janeiro,Macacu-Caceribu,Metropolitana do Rio de Janeiro,Cachoeiras de Macacu,-22.4626861,-42.6534414,59652
3300902,Sudeste,RJ,Rio de Janeiro,Santo Antônio de Pádua,Noroeste Fluminense,Cambuci,-21.5749919,-41.9107833,15521
3300936,Sudeste,RJ,Rio de Janeiro,Macaé,Norte Fluminense,Carapebus,-22.1869969,-41.6633764,16859
3300951,Sudeste,RJ,Rio de Janeiro,Três Rios,Centro Fluminense,Comendador Levy Gasparian,-22.028685,-43.204655,8590
3301009,Sudeste,RJ,Rio de Janeiro,Campos dos Goytacazes,Norte Fluminense,Campos dos Goytacazes,-21.7558619,-41.3326895,514643
3301108,Sudeste,RJ,Rio de Janeiro,Cantagalo-Cordeiro,Centro Fluminense,Cantagalo,-21.9811325,-42.36825220000001,20163
3301157,Sudeste,RJ,Rio de Janeiro,Campos dos Goytacazes,Norte Fluminense,Cardoso Moreira,-21.4894916,-41.6152776,12818
3301207,Sudeste,RJ,Rio de Janeiro,Cantagalo-Cordeiro,Centro Fluminense,Carmo,-21.9341749,-42.6091737,19161
3301306,Sudeste,RJ,Rio de Janeiro,Bacia de São João,Baixadas,Casimiro de Abreu,-22.4809932,-42.2039976,45864
3301405,Sudeste,RJ,Rio de Janeiro,Macaé,Norte Fluminense,Conceição de Macabu,-22.0849986,-41.8679947,23561
3301504,Sudeste,RJ,Rio de Janeiro,Cantagalo-Cordeiro,Centro Fluminense,Cordeiro,-22.0287681,-42.360744200000006,22152
3301603,Sudeste,RJ,Rio de Janeiro,Nova Friburgo,Centro Fluminense,Duas Barras,-22.0522519,-42.5194705,11563
3301702,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Duque de Caxias,-22.7896225,-43.309929,929449
3301801,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Engenheiro Paulo de Frontin,-22.5504556,-43.6783403,14138
3301850,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Guapimirim,-22.526630800000003,-42.979068700000006,62225
3301876,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,Iguaba Grande,-22.8388498,-42.228674600000005,29344
3301900,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Itaboraí,-22.749623100000004,-42.8557428,244416
3302007,Sudeste,RJ,Rio de Janeiro,Itaguaí,Metropolitana do Rio de Janeiro,Itaguaí,-22.8629597,-43.775322,136547
3302056,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Italva,-21.4214056,-41.6907956,15387
3302106,Sudeste,RJ,Rio de Janeiro,Santo Antônio de Pádua,Noroeste Fluminense,Itaocara,-21.6725236,-42.0798658,23211
3302205,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Itaperuna,-21.2048,-41.88801,104354
3302254,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Itatiaia,-22.4955278,-44.5633108,32312
3302270,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Japeri,-22.6427642,-43.6533831,106296
3302304,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Laje do Muriaé,-21.2082595,-42.1226959,7298
3302403,Sudeste,RJ,Rio de Janeiro,Macaé,Norte Fluminense,Macaé,-22.3712958,-41.786692200000005,266136
3302452,Sudeste,RJ,Rio de Janeiro,Cantagalo-Cordeiro,Centro Fluminense,Macuco,-21.9849747,-42.2539464,5646
3302502,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Magé,-22.6604221,-43.0426162,247741
3302601,Sudeste,RJ,Rio de Janeiro,Itaguaí,Metropolitana do Rio de Janeiro,Mangaratiba,-22.9600193,-44.04111,45941
3302700,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Maricá,-22.9196772,-42.8184375,167668
3302809,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Mendes,-22.5269113,-43.7332604,18681
3302858,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Mesquita,-22.783092,-43.4293599,177016
3302908,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Miguel Pereira,-22.4539417,-43.4691978,25622
3303005,Sudeste,RJ,Rio de Janeiro,Santo Antônio de Pádua,Noroeste Fluminense,Miracema,-21.4123651,-42.19651470000001,27134
3303104,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Natividade,-21.040694,-41.9817534,15305
3303203,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Nilópolis,-22.8080114,-43.4138222,162893
3303302,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Niterói,-22.8832371,-43.1154552,516981
3303401,Sudeste,RJ,Rio de Janeiro,Nova Friburgo,Centro Fluminense,Nova Friburgo,-22.2800004,-42.5325303,191664
3303500,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Nova Iguaçu,-22.7592175,-43.45087279999999,825388
3303609,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Paracambi,-22.6109158,-43.7096912,53093
3303708,Sudeste,RJ,Rio de Janeiro,Três Rios,Centro Fluminense,Paraíba do Sul,-22.1636384,-43.2916915,44741
3303807,Sudeste,RJ,Rio de Janeiro,Baía da Ilha Grande,Sul Fluminense,Paraty,-23.2196461,-44.7154196,44175
3303856,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Paty do Alferes,-22.4272703,-43.4219523,27942
3303906,Sudeste,RJ,Rio de Janeiro,Serrana,Metropolitana do Rio de Janeiro,Petrópolis,-22.519963,-43.192613,307144
3303955,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Pinheiral,-22.5129436,-44.001435,25563
3304003,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Piraí,-22.6287489,-43.8981758,29802
3304102,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Porciúncula,-20.962727800000003,-42.0405703,19068
3304110,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Porto Real,-22.4198366,-44.2897974,20254
3304128,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Quatis,-22.4066444,-44.2577453,14562
3304144,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Queimados,-22.7156978,-43.555754,152311
3304151,Sudeste,RJ,Rio de Janeiro,Macaé,Norte Fluminense,Quissamã,-22.107205,-41.4723411,25535
3304201,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Resende,-22.468362600000003,-44.4463494,133244
3304300,Sudeste,RJ,Rio de Janeiro,Macacu-Caceribu,Metropolitana do Rio de Janeiro,Rio Bonito,-22.7108378,-42.6271864,60930
3304409,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Rio Claro,-22.7229997,-44.1359986,18677
3304508,Sudeste,RJ,Rio de Janeiro,Barra do Piraí,Sul Fluminense,Rio das Flores,-22.1683478,-43.5858689,9401
3304524,Sudeste,RJ,Rio de Janeiro,Bacia de São João,Baixadas,Rio das Ostras,-22.5269448,-41.944972,159529
3304557,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Rio de Janeiro,-22.9110137,-43.2093727,6775561
3304607,Sudeste,RJ,Rio de Janeiro,Santa Maria Madalena,Centro Fluminense,Santa Maria Madalena,-21.9557957,-42.008283,10380
3304706,Sudeste,RJ,Rio de Janeiro,Santo Antônio de Pádua,Noroeste Fluminense,Santo Antônio de Pádua,-21.5389992,-42.1799978,42705
3304755,Sudeste,RJ,Rio de Janeiro,Campos dos Goytacazes,Norte Fluminense,São Francisco de Itabapoana,-21.4743369,-41.1118362,42214
3304805,Sudeste,RJ,Rio de Janeiro,Campos dos Goytacazes,Norte Fluminense,São Fidélis,-21.648210100000004,-41.7480548,38749
3304904,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,São Gonçalo,-22.8219014,-43.030925200000006,1098357
3305000,Sudeste,RJ,Rio de Janeiro,Campos dos Goytacazes,Norte Fluminense,São João da Barra,-21.634858800000003,-41.0487079,36731
3305109,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,São João de Meriti,-22.8043744,-43.3724125,473385
3305133,Sudeste,RJ,Rio de Janeiro,Santo Antônio de Pádua,Noroeste Fluminense,São José de Ubá,-21.3595365,-41.9389905,7240
3305158,Sudeste,RJ,Rio de Janeiro,Serrana,Metropolitana do Rio de Janeiro,São José do Vale do Rio Preto,-22.1509994,-42.9239986,22032
3305208,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,São Pedro da Aldeia,-22.8384835,-42.1031604,107556
3305307,Sudeste,RJ,Rio de Janeiro,Santa Maria Madalena,Centro Fluminense,São Sebastião do Alto,-21.9568272,-42.134815,9416
3305406,Sudeste,RJ,Rio de Janeiro,Três Rios,Centro Fluminense,Sapucaia,-21.9946569,-42.9137975,18270
3305505,Sudeste,RJ,Rio de Janeiro,Lagos,Baixadas,Saquarema,-22.9257974,-42.507633,91938
3305554,Sudeste,RJ,Rio de Janeiro,Itaguaí,Metropolitana do Rio de Janeiro,Seropédica,-22.7438887,-43.6991998,83841
3305604,Sudeste,RJ,Rio de Janeiro,Bacia de São João,Baixadas,Silva Jardim,-22.6504534,-42.3919146,21775
3305703,Sudeste,RJ,Rio de Janeiro,Nova Friburgo,Centro Fluminense,Sumidouro,-22.0498059,-42.674260100000005,15709
3305752,Sudeste,RJ,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,Tanguá,-22.7353777,-42.7202272,34898
3305802,Sudeste,RJ,Rio de Janeiro,Serrana,Metropolitana do Rio de Janeiro,Teresópolis,-22.4164578,-42.975194,185820
3305901,Sudeste,RJ,Rio de Janeiro,Santa Maria Madalena,Centro Fluminense,Trajano de Moraes,-22.063791100000003,-42.0644414,10653
3306008,Sudeste,RJ,Rio de Janeiro,Três Rios,Centro Fluminense,Três Rios,-22.1167884,-43.2087226,82468
3306107,Sudeste,RJ,Rio de Janeiro,Barra do Piraí,Sul Fluminense,Valença,-22.246102800000003,-43.6996917,77202
3306156,Sudeste,RJ,Rio de Janeiro,Itaperuna,Noroeste Fluminense,Varre-Sai,-20.9308869,-41.8685772,11208
3306206,Sudeste,RJ,Rio de Janeiro,Vassouras,Metropolitana do Rio de Janeiro,Vassouras,-22.4040394,-43.6633853,37262
3306305,Sudeste,RJ,Rio de Janeiro,Vale do Paraíba Fluminense,Sul Fluminense,Volta Redonda,-22.5225497,-44.1040128,274925
3500105,Sudeste,SP,São Paulo,Adamantina,Presidente Prudente,Adamantina,-21.6866517,-51.0762975,35153
3500204,Sudeste,SP,São Paulo,São José do Rio Preto,São José do Rio Preto,Adolfo,-21.2356597,-49.6441918,3545
3500303,Sudeste,SP,São Paulo,Pirassununga,Campinas,Aguaí,-22.059203600000004,-46.979384,36981
3500402,Sudeste,SP,São Paulo,São João da Boa Vista,Campinas,Águas da Prata,-21.9464285,-46.71921210000001,8262
3500501,Sudeste,SP,São Paulo,Amparo,Campinas,Águas de Lindóia,-22.471885500000003,-46.6291034,18908
3500550,Sudeste,SP,São Paulo,Avaré,Bauru,Águas de Santa Bárbara,-22.8821912,-49.2383956,6142
3500600,Sudeste,SP,São Paulo,Piracicaba,Piracicaba,Águas de São Pedro,-22.6000681,-47.875088700000006,3588
3500709,Sudeste,SP,São Paulo,Bauru,Bauru,Agudos,-22.471162,-48.987822,37582
3500758,Sudeste,SP,São Paulo,Itapetininga,Itapetininga,Alambari,-23.550338,-47.897971000000005,6231
3500808,Sudeste,SP,São Paulo,Presidente Prudente,Presidente Prudente,Alfredo Marcondes,-21.9527,-51.413956,4201
3500907,Sudeste,SP,São Paulo,São José do Rio Preto,São José do Rio Preto,Altair,-20.5238955,-49.0606135,4211
3501004,Sudeste,SP,São Paulo,Batatais,Ribeirão Preto,Altinópolis,-21.021364,-47.3712,16221
3501103,Sudeste,SP,São Paulo,Birigui,Araçatuba,Alto Alegre,-21.5820592,-50.1661976,4078
3501152,Sudeste,SP,São Paulo,Sorocaba,Macro Metropolitana Paulista,Alumínio,-23.5203479,-47.2575256,18903
3501202,Sudeste,SP,São Paulo,Votuporanga,São José do Rio Preto,Álvares Florence,-20.320552300000003,-49.9085255,3616
3501301,Sudeste,SP,São Paulo,Presidente Prudente,Presidente Prudente,Álvares Machado,-22.076415,-51.47224,25078
3501400,Sudeste,SP,São Paulo,Marília,Marília,Álvaro de Carvalho,-22.0787992,-49.719486100000005,5320
3501509,Sudeste,SP,São Paulo,Marília,Marília,Alvinlândia,-22.4431852,-49.7643596,3251
3501608,Sudeste,SP,São Paulo,Campinas,Campinas,Americana,-22.7392463,-47.3306032,244370
3501707,Sudeste,SP,São Paulo,Araraquara,Araraquara,Américo Brasiliense,-21.7297099,-48.1052092,41545
3501806,Sudeste,SP,São Paulo,Votuporanga,São José do Rio Preto,Américo de Campos,-20.298476,-49.735904,5993
3501905,Sudeste,SP,São Paulo,Amparo,Campinas,Amparo,-22.70111,-46.76444,73145
3502002,Sudeste,SP,São Paulo,São Carlos,Araraquara,Analândia,-22.128917,-47.661939,5115
3502101,Sudeste,SP,São Paulo,Andradina,Araçatuba,Andradina,-20.896505,-51.3742765,57245
3502200,Sudeste,SP,São Paulo,Itapetininga,Itapetininga,Angatuba,-23.4938938,-48.4110675,25724
3502309,Sudeste,SP,São Paulo,Botucatu,Bauru,Anhembi,-22.789109600000003,-48.1316776,6911
3502408,Sudeste,SP,São Paulo,Presidente Prudente,Presidente Prudente,Anhumas,-22.2956478,-51.3873401,4172
3502507,Sudeste,SP,São Paulo,Guaratinguetá,Vale do Paraíba Paulista,Aparecida,-22.851552,-45.2340924,36211
3502606,Sudeste,SP,São Paulo,Jales,São José do Rio Preto,Aparecida d'Oeste,-20.4498109,-50.8808706,4122
3502705,Sudeste,SP,São Paulo,Capão Bonito,Itapetininga,Apiaí,-24.5076527,-48.846158200000005,24081
3502754,Sudeste,SP,São Paulo,Sorocaba,Macro Metropolitana Paulista,Araçariguama,-23.438611,-47.061389,23343
3502804,Sudeste,SP,São Paulo,Araçatuba,Araçatuba,Araçatuba,-21.207992,-50.4390225,199210
3502903,Sudeste,SP,São Paulo,Sorocaba,Macro Metropolitana Paulista,Araçoiaba da Serra,-23.5045367,-47.6168158,35389
3503000,Sudeste,SP,São Paulo,Ituverava,Ribeirão Preto,Aramina,-20.0876144,-47.789201,5689
3503109,Sudeste,SP,São Paulo,Avaré,Bauru,Arandu,-23.1345103,-49.0545651,6373
3503158,Sudeste,SP,São Paulo,Bananal,Vale do Paraíba Paulista,Arapeí,-22.6738889,-44.4477778,2452
3503208,Sudeste,SP,São Paulo,Araraquara,Araraquara,Araraquara,-21.7886713,-48.1773096,240542
3503307,Sudeste,SP,São Paulo,Limeira,Piracicaba,Araras,-22.3569477,-47.3838889,136739
3503356,Sudeste,SP,São Paulo,Tupã,Marília,Arco-Íris,-21.7741308,-50.4668814,1755
3503406,Sudeste,SP,São Paulo,Bauru,Bauru,Arealva,-22.0301906,-48.9111936,8665
3503505,Sudeste,SP,São Paulo,Bananal,Vale do Paraíba Paulista,Areias,-22.5800929,-44.6975127,3906
3503604,Sudeste,SP,São Paulo,Bauru,Bauru,Areiópolis,-22.6758064,-48.6673653,11186
3503703,Sudeste,SP,São Paulo,Catanduva,São José do Rio Preto,Ariranha,-21.18716,-48.790418,9851
3503802,Sudeste,SP,São Paulo,Mogi Mirim,Campinas,Artur Nogueira,-22.572737,-47.172679,56247
3503901,Sudeste,SP,São Paulo,Guarulhos,Metropolitana de São Paulo,Arujá,-23.396266,-46.3175449,92453
3503950,Sudeste,SP,São Paulo,Jales,São José do Rio Preto,Aspásia,-20.160028,-50.728046,1815
3504008,Sudeste,SP,São Paulo,Assis,Assis,Assis,-22.6620892,-50.420623,105768
3504107,Sudeste,SP,São Paulo,Bragança Paulista,Macro Metropolitana Paulista,Atibaia,-23.1177393,-46.5547861,145378
3504206,Sudeste,SP,São Paulo,Auriflama,São José do Rio Preto,Auriflama,-20.6840418,-50.5554616,15316
3504305,Sudeste,SP,São Paulo,Bauru,Bauru,Avaí,-22.1564662,-49.3316395,5467
3504404,Sudeste,SP,São Paulo,Birigui,Araçatuba,Avanhandava,-21.4603331,-49.946515600000005,14063
3504503,Sudeste,SP,São Paulo,Avaré,Bauru,Avaré,-23.1045215,-48.92591029999999,91792
3504602,Sudeste,SP,São Paulo,São José do Rio Preto,São José do Rio Preto,Bady Bassitt,-20.9178969,-49.4517911,18013
3504701,Sudeste,SP,São Paulo,Bauru,Bauru,Balbinos,-21.9006253,-49.3583966,6127
3504800,Sudeste,SP,São Paulo,São José do Rio Preto,São José do Rio Preto,Bálsamo,-20.7343722,-49.5807484,9209
3504909,Sudeste,SP,São Paulo,Bananal,Vale do Paraíba Paulista,Bananal,-22.6828195,-44.3221095,11039
3505005,Sudeste,SP,São Paulo,Itapeva,Itapetininga,Barão de Antonina,-23.6295651,-49.5632104,3525
3505104,Sudeste,SP,São Paulo,Birigui,Araçatuba,Barbosa,-21.265661,-49.951816,7532
3505203,Sudeste,SP,São Paulo,Jaú,Bauru,Bariri,-22.0746355,-48.7394852,35844
3505302,Sudeste,SP,São Paulo,Jaú,Bauru,Barra Bonita,-22.490859,-48.558349,36125
3505351,Sudeste,SP,São Paulo,Capão Bonito,Itapetininga,Barra do Chapéu,-24.472203,-49.023784,5794
3505401,Sudeste,SP,São Paulo,Registro,Litoral Sul Paulista,Barra do Turvo,-24.756421,-48.5056942,7606
3505500,Sudeste,SP,São Paulo,Barretos,Ribeirão Preto,Barretos,-20.5531437,-48.5697509,123546
3505609,Sudeste,SP,São Paulo,Ribeirão Preto,Ribeirão Preto,Barrinha,-21.1898849,-48.155064200000005,33537
3505708,Sudeste,SP,São Paulo,Osasco,Metropolitana de São Paulo,Barueri,-23.5112184,-46.8764612,279704
3505807,Sudeste,SP,São Paulo,Tupã,Marília,Bastos,-21.9222474,-50.7317727,20952
3505906,Sudeste,SP,São Paulo,Batatais,Ribeirão Preto,Batatais,-20.892867000000003,-47.592149,63438
3506003,Sudeste,SP,São Paulo,Bauru,Bauru,Bauru,-22.3218102,-49.0705863,381706
3506102,Sudeste,SP,São Paulo,Jaboticabal,Ribeirão Preto,Bebedouro,-20.949077,-48.479083,77612
3506201,Sudeste,SP,São Paulo,Araçatuba,Araçatuba,Bento de Abreu,-21.2707225,-50.8120444,3028
3506300,Sudeste,SP,São Paulo,Ourinhos,Assis,Bernardino de Campos,-23.014021600000003,-49.4760724,11168
3506359,Sudeste,SP,São Paulo,Santos,Metropolitana de São Paulo,Bertioga,-23.848568,-46.139586,66154
3506409,Sudeste,SP,São Paulo,Birigui,Araçatuba,Bilac,-21.403962,-50.47464,8197
3506508,Sudeste,SP,São Paulo,Birigui,Araçatuba,Birigui,-21.290849100000003,-50.341440000000006,126094
3506607,Sudeste,SP,São Paulo,Mogi das Cruzes,Metropolitana de São Paulo,Biritiba Mirim,-23.5697765,-46.0407456,33265
3506706,Sudeste,SP,São Paulo,Araraquara,Araraquara,Boa Esperança do Sul,-21.9930206,-48.3917372,15111
3506805,Sudeste,SP,São Paulo,Jaú,Bauru,Bocaina,-22.1421831,-48.522276,12571
3506904,Sudeste,SP,São Paulo,Botucatu,Bauru,Bofete,-23.1019554,-48.2610535,12107
3507001,Sudeste,SP,São Paulo,Tatuí,Itapetininga,Boituva,-23.2838893,-47.6738231,63310
3507100,Sudeste,SP,São Paulo,Bragança Paulista,Macro Metropolitana Paulista,Bom Jesus dos Perdões,-23.1353864,-46.4648052,26506
3507159,Sudeste,SP,São Paulo,Itapeva,Itapetininga,Bom Sucesso de Itararé,-24.3190016,-49.1446207,4013
3507209,Sudeste,SP,São Paulo,Assis,Assis,Borá,-22.270108800000003,-50.544407,839
3507308,Sudeste,SP,São Paulo,Jaú,Bauru,Boracéia,-22.195355,-48.7801925,4913
3507407,Sudeste,SP,São Paulo,Araraquara,Araraquara,Borborema,-21.6212706,-49.074135,16278
3507456,Sudeste,SP,São Paulo,Bauru,Bauru,Borebi,-22.5700178,-48.9714871,2713
3507506,Sudeste,SP,São Paulo,Botucatu,Bauru,Botucatu,-22.8879628,-48.4410712,149718
3507605,Sudeste,SP,São Paulo,Bragança Paulista,Macro Metropolitana Paulista,Bragança Paulista,-22.9520235,-46.5418586,172346
3507704,Sudeste,SP,São Paulo,Birigui,Araçatuba,Braúna,-21.5015319,-50.317524600000006,5795
3507753,Sudeste,SP,São Paulo,Birigui,Araçatuba,Brejo Alegre,-21.1671191,-50.1850393,2911
3507803,Sudeste,SP,São Paulo,Ribeirão Preto,Ribeirão Preto,Brodowski,-20.984532,-47.657217,25605
3507902,Sudeste,SP,São Paulo,Rio Claro,Piracicaba,Brotas,-22.2840884,-48.1267265,24862
3508009,Sudeste,SP,São Paulo,Itapeva,Itapetininga,Buri,-23.79849,-48.598924,20050
3508108,Sudeste,SP,São Paulo,Birigui,Araçatuba,Buritama,-21.0664017,-50.14480770000001,17414
3508207,Sudeste,SP,São Paulo,Ituverava,Ribeirão Preto,Buritizal,-20.1933264,-47.7097165,4547
3508306,Sudeste,SP,São Paulo,Bauru,Bauru,Cabrália Paulista,-22.4562909,-49.3385645,4222
3508405,Sudeste,SP,São Paulo,Sorocaba,Macro Metropolitana Paulista,Cabreúva,-23.3075813,-47.1324417,51130
3508504,Sudeste,SP,São Paulo,São José dos Campos,Vale do Paraíba Paulista,Caçapava,-23.099204,-45.707645,95752
3508603,Sudeste,SP,São Paulo,Guaratinguetá,Vale do Paraíba Paulista,Cachoeira Paulista,-22.666498,-45.015384000000005,33827
3508702,Sudeste,SP,São Paulo,São João da Boa Vista,Campinas,Caconde,-21.527995,-46.643659,19031
3508801,Sudeste,SP,São Paulo,Lins,Bauru,Cafelândia,-21.8054355,-49.6030627,17917
3508900,Sudeste,SP,São Paulo,Presidente Prudente,Presidente Prudente,Caiabu,-22.0143038,-51.2356597,4195
3509007,Sudeste,SP,São Paulo,Franco da Rocha,Metropolitana de São Paulo,Caieiras,-23.3644621,-46.7484765,104044
3509106,Sudeste,SP,São Paulo,Presidente Prudente,Presidente Prudente,Caiuá,-21.8319357,-51.9887179,6017
3509205,Sudeste,SP,São Paulo,Osasco,Metropolitana de São Paulo,Cajamar,-23.3561111,-46.8769444,79034
3509254,Sudeste,SP,São Paulo,Registro,Litoral Sul Paulista,Cajati,-24.7272376,-48.1077914,28441
3509304,Sudeste,SP,São Paulo,Catanduva,São José do Rio Preto,Cajobi,-20.8776238,-48.8106972,10649
3509403,Sudeste,SP,São Paulo,Batatais,Ribeirão Preto,Cajuru,-21.2759978,-47.3046035,26613
3509452,Sudeste,SP,São Paulo,Itapetininga,Itapetininga,Campina do Monte Alegre,-23.5935653,-48.4801876,6088
3509502,Sudeste,SP,São Paulo,Campinas,Campinas,Campinas,-22.90556,-47.06083,1223237
3509601,Sudeste,SP,São Paulo,Jundiaí,Macro Metropolitana Paulista,Campo Limpo Paulista,-23.207791,-46.788919,86407
3509700,Sudeste,SP,São Paulo,Campos do Jordão,Vale do Paraíba Paulista,Campos do Jordão,-22.7395263,-45.5912829,52713
3509809,Sudeste,SP,São Paulo,Assis,Assis,Campos Novos Paulista,-22.601952,-49.998726,5028
3509908,Sudeste,SP,São Paulo,Registro,Litoral Sul Paulista,Cananéia,-25.0104609,-47.9315628,12542
3509957,Sudeste,SP,São Paulo,Guaratinguetá,Vale do Paraíba Paulista,Canas,-22.7029347,-45.0526508,5268
3510005,Sudeste,SP,São Paulo,Assis,Assis,Cândido Mota,-22.7434964,-50.38924,31410
3510104,Sudeste,SP,São Paulo,Jaboticabal,Ribeirão Preto,Cândido Rodrigues,-21.3255615,-48.6308798,2805
3510153,Sudeste,SP,São Paulo,Ourinhos,Assis,Canitar,-23.0066616,-49.784063200000006,5365
3510203,Sudeste,SP,São Paulo,Capão Bonito,Itapetininga,Capão Bonito,-24.0048759,-48.3489848,47098
3510302,Sudeste,SP,São Paulo,Sorocaba,Macro Metropolitana Paulista,Capela do Alto,-23.4704798,-47.7352309,21257
3510401,Sudeste,SP,São Paulo,Piracicaba,Piracicaba,Capivari,-22.9998994,-47.502574200000005,56973
3510500,Sudeste,SP,São Paulo,Caraguatatuba,Vale do Paraíba Paulista,Caraguatatuba,-23.62028,-45.41306,125194
3510609,Sudeste,SP,São Paulo,Osasco,Metropolitana de São Paulo,Carapicuíba,-23.5234673,-46.8406808,405375
3510708,Sudeste,SP,São Paulo,Votuporanga,São José do Rio Preto,Cardoso,-20.080447,-49.913976700000006,12371
3510807,Sudeste,SP,São Paulo,São João da Boa Vista,Campinas,Casa Branca,-21.7743137,-47.0852175,30655
3510906,Sudeste,SP,São Paulo,Batatais,Ribeirão Preto,Cássia dos Coqueiros,-21.280082,-47.164327,2488
3511003,Sudeste,SP,São Paulo,Andradina,Araçatuba,Castilho,-20.869563600000003,-51.4877792,21521
3511102,Sudeste,SP,São Paulo,Catanduva,São José do Rio Preto,Catanduva,-21.1331035,-48.971281700000006,123114
3511201,Sudeste,SP,São Paulo,Catanduva,São José do Rio Preto,Catiguá,-21.0491485,-49.05789229999999,7905
3511300,Sudeste,SP,São Paulo,São José do Rio Preto,São José do Rio Preto,Cedral,-20.9028433,-49.2699665,9452
3511409,Sudeste,SP,São Paulo,Avaré,Bauru,Cerqueira César,-23.0353135,-49.1650519,20391
3511508,Sudeste,SP,São Paulo,Tatuí,Itapetininga,Cerquilho,-23.1626556,-47.7433878,50631
3511607,Sudeste,SP,São Paulo,Tatuí,Itapetininga,Cesário Lange,-23.226035,-47.954453,18595
3511706,Sudeste,SP,São Paulo,Piracicaba,Piracicaba,Charqueada,-22.50958,-47.775468,17539
3511904,Sudeste,SP,São Paulo,Birigui,Araçatuba,Clementina,-21.5594631,-50.448624,8894
